Id-risorsa,Tipologia-risorsa,Data-creazione,Anno-inizio,IdentificativoIRIS,Titolo,Descrizione,Sede,Durata,Data-fine,Responsabili,Partecipanti,Dipartimenti,EntiPartner-ID,Enti-Descrizione,Aree-scientifiche-coinvolte,Obbiettivi,Tipologia-coinvolgimento,Pubblici-Coinvolti,Finanziamenti-esterni,Link,Settori-Erc,SSD,Parole-chiave,Iniziative-figlieIDIRIS,Iniziative-padreIDIRIS,Centri-ricerca-collegatiIDIRIS,Progetti-collegati
139923,Attività di coinvolgimento e interazione con il mondo della scuola,28/11/2024,2024,PEN-24695,ComunitAttiva - Attività didattiche,Progettazione e realizzazione di attività inserite all'Interno della Settimana Educante,Via Cumiana 15 Gruppo Abele,6,27/03/2024,DE PICCOLI Norma/// BOELLA Guido,,INFORMATICA/// PSICOLOGIA,121751/// 82190/// 133196,Con i Bambini Impresa sociale/// ASSOCIAZIONE GRUPPO ABELE/// ASSOCIAZIONE UISP COMITATO TERRITORIALE TORINO APS,AREA MIN. 01 - Scienze matematiche e informatiche,Presentare le tecnologie civiche FirstLife e CommonsHood come strumenti educativi e disposizione di studenti e insegnanti,Informazione,Cittadini (30)/// Istituzioni ed enti locali (5)/// Secondaria I grado insegnanti (10)/// Secondaria I grado studenti (80)/// Terzo settore/ONG (40),0,https://sh1.sendinblue.com/ajh3oazcslpfe.html?t=1709376446,PE6_1 - Computer architecture embedded systems operating systems/// PE6_4 - Theoretical computer science formal methods automata/// PE6_9 - Human computer interaction and interface visualisation,,,,,,BOEG_RIC_COMP_23_01
139924,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24696,ComunitAttiva presentazione dell'attività di ricerca,Presentazione della ricerca alla Comunità Educante della Scuola Madre Mazzarello,Via Cumiana 15 (Torino),1,13/03/2024,BOELLA Guido/// DE PICCOLI Norma,,INFORMATICA/// PSICOLOGIA,82190/// 121751/// 133196,ASSOCIAZIONE GRUPPO ABELE/// Con i Bambini Impresa sociale/// ASSOCIAZIONE UISP COMITATO TERRITORIALE TORINO APS,AREA MIN. 01 - Scienze matematiche e informatiche,Presentazione della ricerca del progetto ComunitAttiva,Informazione,Cittadini (50)/// Secondaria I grado insegnanti (10)/// Secondaria I grado studenti (90),0,https://www.gruppoabele.org/it-schede-1799-la_settimana_della_comunita_educante,PE6_9 - Human computer interaction and interface visualisation/// SH3_9 - Social aspects of teaching and learning curriculum studies education and educational policies/// SH3_11 - Digital social research,,,,,,BOEG_RIC_COMP_23_01
139925,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24697,ComunitAttiva Conferenza Stampa,Lancio del progetto alla presenza di partner e delle istituzioni e presentazione della prima fase di ricerca attiva. Tra i presenti Francesca Troise presidente Circoscrizione 3 Carlotta Salerno assessora Comune di Torino Claudia Mandrile della Fondazione Compagnia di San Paolo,Circoscrizione 3 c.so Peschieria 193 Torino,1,14/03/2024,BOELLA Guido/// DE PICCOLI Norma,,INFORMATICA/// PSICOLOGIA,,,AREA MIN. 01 - Scienze matematiche e informatiche,Lancio del progetto alla presenza di partner e delle istituzioni e presentazione della prima fase di ricerca attiva.,Informazione,Cittadini (20)/// Istituzioni ed enti locali (5)/// Secondaria I grado insegnanti (10)/// Terzo settore/ONG (15),0,https://www.facebook.com/territoricomunitadigitali/posts/pfbid02TmCRF5ZZz9vABEKv1SGnqFRr49fxCMXLoKF,PE6_9 - Human computer interaction and interface visualisation/// PE6_4 - Theoretical computer science formal methods automata/// SH3_9 - Social aspects of teaching and learning curriculum studies education and educational policies,,,,,,BOEG_RIC_COMP_23_01
139926,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24698,Presentazione mappatura Risorse in Rete di Torino città per le Donne,Iniziativa promossa da ToxD per lanciare la seconda fase delle attività di rete delle associazioni e dei gruppi formali e informali che si occupano di parità di genere nella città di Torino. La piattaforma FirstLife che ha supportato la creazione e l'ideazione della mappatura online propone un tavolo di co-progettazione per incrementare le funzionalità dello strumento in ottica di rafforzare le attività di rete e le collaborazioni future.,Dorado Lungo Dora Firenze 37 Torino,1,22/02/2024,BOELLA Guido,,INFORMATICA,185333,Torino Città per le Donne APS ETS,AREA MIN. 01 - Scienze matematiche e informatiche,Lancio della seconda fase delle attività di rete delle associazioni e dei gruppi formali e informali che si occupano di parità di genere nella città di Torino.,Collaborazione,Terzo settore/ONG (45),0,,PE6_4 - Theoretical computer science formal methods automata/// PE6_9 - Human computer interaction and interface visualisation/// PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion/// SH3_2 - Inequalities discrimination prejudice/// SH3_4 - Social integration exclusion prosocial behaviour,,,,,,
139927,Iniziative di democrazia partecipativa,28/11/2024,2024,PEN-24699,Geonight con l'Atlante del Cibo,Costruzione partecipata dell’infrastruttura informatica per dare avvio alla mappatura dal basso del food system torinese. Tramite la pratica del co-design gli attori del cibo hanno deciso come raccontarsi e attraverso quali “categorie” rappresentare le proprie attività.,Campus L. Einaudi Torino,1,12/04/2024,BOELLA Guido/// DANSERO Egidio,,INFORMATICA/// CULTURE POLITICA E SOCIETA',,,AREA MIN. 01 - Scienze matematiche e informatiche,Costruire una mappa interattiva e dinamica che restituisca la vivacità e la complessità degli attori del cibo a Torino.,Collaborazione,Terzo settore/ONG (30),0,https://www.facebook.com/events/809723697274373,PE6_9 - Human computer interaction and interface visualisation/// PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion/// PE6_1 - Computer architecture embedded systems operating systems/// SH3_1 - Social structure social mobility social innovation/// SH3_11 - Digital social research/// SH3_4 - Social integration exclusion prosocial behaviour,,,,,,
139928,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24700,Presentazione progetto SNODO N.4,Presentazione dell'applicazione degli strumenti FirstLife e CommonsHood all'interno del progetto Snodo n.4 che mette a sistema le esperienze di welfare presenti sul territorio creando una rete di servizi e risorse coordinate una rete di enti del privato sociale e istituzioni pubbliche attive sul territorio della Circoscrizione 4.,Più SpazioQuattro via Saccarelli 18 - Torino,1,07/05/2024,SCHIFANELLA Claudio/// BOELLA Guido,,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,L'obiettivo è creare una Comunità di Cura un sistema territoriale capace di intercettare i bisogni delle persone in situazioni di fragilità e incentivare l’inclusione e la coesione sociale attraverso servizi sociali pratiche di condivisione e spazi comuni.,Informazione,Cittadini (15)/// Terzo settore/ONG (15),0,https://www.facebook.com/photo?fbid=817287907097885&amp///set=a.544146207745391,PE6_1 - Computer architecture embedded systems operating systems/// PE6_4 - Theoretical computer science formal methods automata/// PE6_9 - Human computer interaction and interface visualisation/// SH3_1 - Social structure social mobility social innovation,,,,,,
139929,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24701,Risorse in Rete in Commissione comunale a Torino,Presentazione della mappatura e della ricerca -Risorse in Rete- svolta da Torino Città per le Donne in collaborazione con il Dipartimento di Informatica alla Commissione comunale sulle Pari opportunità,Palazzo Civico Piazza Palazzo di Città 1 Torino,1,08/05/2024,BOELLA Guido,,INFORMATICA,185333,Torino Città per le Donne APS ETS,AREA MIN. 01 - Scienze matematiche e informatiche,Presentare all'amministrazione comunale la ricerca con l'obiettivo di aggiornare l'assessorato competente in materia di pari opportunità sullo stato di fatto: rete di associazioni e gruppi formali e informali che si occupano di parità di genre diritti delle donne tutela contro violenza e discriminazione di genere///  gettare le basi per ulteriori sviluppi della ricerca/// mostrare le potenzialità delle tecnologie civiche digitali come strumenti di democrazia partecipata e cittadinanza attiva,Informazione,Istituzioni ed enti locali (20),0,,PE6_1 - Computer architecture embedded systems operating systems/// PE6_9 - Human computer interaction and interface visualisation/// PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion/// SH3_2 - Inequalities discrimination prejudice,,,,,,
139930,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24702,Progetto S.P. IN.A - Spazi Pubblici in Attesa,Presentazione e condivisione dei risultati della mappatura FirstLife dedicata al progetto S.P. IN.A alla presenza dei cittadini dei comuni di Chieri Rivalta e Bruino. Con la partecipazione del  Florence Accessibility Lab della facoltà di Architettura di Firenze.,Casa del quartiere di San Salvario Via Oddino Morgari 14 - Torino,1,30/05/2024,BOELLA Guido,,INFORMATICA,253014,LaQUP APS,AREA MIN. 01 - Scienze matematiche e informatiche,Presentazione e condivisione dei risultati della mappatura FirstLife dedicata ai luoghi in attesa di riuso o riqualificazione dei comuni di Chieri Rivalta e Bruino con l'obiettivo di immaginare soluzioni e usi temporanei e di co-disegnare proposte da presentare alla Pubblica Amministrazione,Ascolto e dialogo,Cittadini (15)/// Istituzioni ed enti locali (5),0,,PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion/// PE6_1 - Computer architecture embedded systems operating systems/// SH3_6 - Social influence/// power and group behaviour,,,,,,
139931,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24703,𝗩𝗲𝗿𝘀𝗼 𝗶𝗹 𝗖𝗿𝗼𝘄𝗱𝗺𝗮𝗽𝗽𝗶𝗻𝗴 𝗳𝗲𝗺𝗺𝗶𝗻𝗶𝗹𝗲: 𝗹𝗮 𝗺𝗮𝗽𝗽𝗮 𝗱𝗶𝗴𝗶𝘁𝗮𝗹𝗲 𝗽𝗲𝗿 𝗹𝗲𝗴𝗴𝗲𝗿𝗲 𝗖𝗮𝘀𝘁𝗲𝗻𝗮𝘀𝗼 𝗶𝗻 𝗼𝘁𝘁𝗶𝗰𝗮 𝗱𝗶 𝗴𝗲𝗻𝗲𝗿𝗲,Workshop online con i beneficiari del progetto: presentazione dello strumento FirstLife e lancio della attività di co-design della verticalizzazione -Urbanistica di genere-.,Online,1,16/07/2024,BOELLA Guido,,INFORMATICA,253034,Comune di Castenaso,AREA MIN. 01 - Scienze matematiche e informatiche,Dimostrazione d'uso dello strumento FirstLife e co-design della verticalizzazione dedicata al progetto con l'obiettivo di mettere in risalto gli aspetti urbanistici legati alla parità di genere e all'inclusione e tutela della figura femminile.,Ascolto e dialogo,Cittadini (20)/// Istituzioni ed enti locali (5),0,https://www.facebook.com/photo/?fbid=1000188474953568&amp///set=pcb.1000189218286827,PE6_1 - Computer architecture embedded systems operating systems/// PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion/// SH3_2 - Inequalities discrimination prejudice/// SH3_1 - Social structure social mobility social innovation,,,,,,
139932,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24704,XLV Conferenza Annuale AISRe Associazione Italiana di Scienze Regionali,Partecipazione alla conferenza con 3 paper di presentazione di casi studio sulle tecnologie FirstLife e CommonsHood,Campus L. Einaudi Lungo Dora Savona 100 - Torino,1,04/09/2024,SCHIFANELLA Claudio/// BOELLA Guido,,INFORMATICA,97381,Unione Nazionale Comuni Comunità Enti Montani - UNCEM,AREA MIN. 01 - Scienze matematiche e informatiche,Presentazione delle ricerche legate al tema delle tecnologie civiche digitali come strumenti per amplificare i network dei territori extraurbani e montani,Informazione,Altro Ricercatori (300),0,https://www.aisre.it/programma-conferenza/,PE6_3 - Software engineering programming languages and systems/// PE6_1 - Computer architecture embedded systems operating systems/// PE6_4 - Theoretical computer science formal methods automata/// PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion/// SH3_7 - Social policies welfare work and employment,,,,,,
139933,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24705,Mindchangers Closing Event,Partecipazione al panel -Il potere trasformativo della Comunicazione- con approfondimento sulla tecnologia FirstLife e i risultati di applicazione dello strumento durante il progetto Mindchangers di Regione Piemonte,Bruxelles (Belgio),1,24/09/2024,BOELLA Guido,,INFORMATICA,82218/// 209413,REGIONE PIEMONTE/// COP - Consorzio ONG Piemontesi,AREA MIN. 01 - Scienze matematiche e informatiche,Presentare le tecnologie civiche digitali come strumenti che essendo liberi da interessi ed etici amplificano le attività di comunicazione disseminazione e networking dei giovani impegnati in attività sostenibili costruendo reti internazionali offline e online di persone e attività motivate da obiettivi comuni,Informazione,Altro Giovani attivisti (90)/// Istituzioni ed enti locali (15)/// Terzo settore/ONG (15),0,https://www.facebook.com/events/897929092213888?ref=newsfeed,PE6_9 - Human computer interaction and interface visualisation/// PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion/// SH3_2 - Inequalities discrimination prejudice/// SH3_1 - Social structure social mobility social innovation/// SH3_6 - Social influence/// power and group behaviour,,,,,,
139934,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24706,Notte della ricerca - Caffè scientifico,Presentazione della mappatura FirstLife -Atlante del cibo- e del gioco PAC GAME sviluppato dal @CREA (Consiglio per la ricerca in agricoltura e l'analisi dell'economia agraria) nell’ambito della Rete Rurale Nazionale per divulgare la Politica Agricola Comune (PAC) in ambito didattico e non solo,Piazza Palazzo Reale Torino,1,27/09/2024,DANSERO Egidio/// BOELLA Guido,,INFORMATICA/// CULTURE POLITICA E SOCIETA',,,AREA MIN. 01 - Scienze matematiche e informatiche,Presentare al pubblico le potenzialità della mappatura FirstLife -Atlante del cibo- e del gioco PAC GAME sviluppato dal @CREA (Consiglio per la ricerca in agricoltura e l'analisi dell'economia agraria) nell’ambito della Rete Rurale Nazionale per divulgare la Politica Agricola Comune (PAC) per disseminare gli strumenti come supporto ad attività didattiche e non solo.,Informazione,Cittadini (20),0,https://www.facebook.com/photo?fbid=1043848883920860&amp///set=pcb.1043849160587499,PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion/// PE6_9 - Human computer interaction and interface visualisation/// SH3_1 - Social structure social mobility social innovation/// SH3_8 - Poverty and poverty alleviation,,,,,,
139935,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24707,Notte della ricerca,Presentazione delle app FirstLife e CommonsHood e dei casi studio,Piazza Palazzo Reale Torino,1,27/09/2024,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,Divulgare la ricerca in ambito di tecnologie civiche le sue potenzialità e i risultati mostrandone l'utilità per la cittadinanza,Informazione,Cittadini (200),0,https://www.facebook.com/photo?fbid=1043848883920860&amp///set=pcb.1043849160587499,PE6_1 - Computer architecture embedded systems operating systems/// PE6_4 - Theoretical computer science formal methods automata/// PE6_9 - Human computer interaction and interface visualisation/// PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion,,,,,,
139936,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24708,𝗩𝗲𝗿𝘀𝗼 𝗶𝗹 𝗖𝗿𝗼𝘄𝗱𝗺𝗮𝗽𝗽𝗶𝗻𝗴 𝗳𝗲𝗺𝗺𝗶𝗻𝗶𝗹𝗲: 𝗹𝗮 𝗺𝗮𝗽𝗽𝗮 𝗱𝗶𝗴𝗶𝘁𝗮𝗹𝗲 𝗽𝗲𝗿 𝗹𝗲𝗴𝗴𝗲𝗿𝗲 𝗖𝗮𝘀𝘁𝗲𝗻𝗮𝘀𝗼 𝗶𝗻 𝗼𝘁𝘁𝗶𝗰𝗮 𝗱𝗶 𝗴𝗲𝗻𝗲𝗿𝗲,Seconda edizione del workshop di co-design della verticalizzazione -Urbanistica di genere- con i beneficiari del progetto,Biblioteca civica di Castenaso (BO),1,01/10/2024,BOELLA Guido,,INFORMATICA,253034,Comune di Castenaso,AREA MIN. 01 - Scienze matematiche e informatiche,Co-design della verticalizzazione -Urbanistica di genere- attraverso lo strumento FirstLife/// condivisione degli obiettivi di progetto intermedi/// presentazione delle fasi di progetto successive/// monitoraggio degli obiettivi intermedi,Collaborazione,Cittadini (10)/// Istituzioni ed enti locali (3)/// Terzo settore/ONG (5),0,https://www.facebook.com/photo/?fbid=1048829510089464&amp///set=a.581524223486664,PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion/// PE6_9 - Human computer interaction and interface visualisation/// SH3_2 - Inequalities discrimination prejudice/// SH3_5 - Social attitudes and beliefs/// SH3_7 - Social policies welfare work and employment,,,,,,
139937,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24709,Biennale della Prossimità,Workshop sul tema digitale e prossimità per affrontare il modo in cui la prossimità può ibridare orientare e supportare le comunità digitali. Oratore invitato: Ezio Manzini designer della sostenibilità,Officine Gomitoli Napoli,1,04/10/2024,BOELLA Guido,,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,Raccontare e disseminare le potenzialità delle tecnologie civiche digitali come supporto alle azioni di prossimità delle comunità contemporanee,Informazione,Cittadini (20)/// Istituzioni ed enti locali (3)/// Terzo settore/ONG (20),0,https://www.biennaleprossimita.it/13440-2/,PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion/// PE6_1 - Computer architecture embedded systems operating systems/// SH3_1 - Social structure social mobility social innovation/// SH3_5 - Social attitudes and beliefs,,,,,,
139938,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24710,IA quotidIAna 1° incontro - SEX LIES AND AI / IA OLTRE LA VITA,1° incontro del ciclo IA quotidIAna dedicati a riflettere sul modo in cui l’intelligenza artificiale pervade la realtà quotidiana.,Circolo dei Lettori Via Bogino 9 Torino,1,14/10/2024,BOELLA Guido/// BELLUATI Marinella,,INFORMATICA/// CULTURE POLITICA E SOCIETA',201458/// 73402/// 194956,SIPEIA - Società Italiana per l'Etica dell'Intelligenza Artificiale/// FONDAZIONE CIRCOLO DEI LETTORI/// Universitas Montium (UNITA) - GEIE,AREA MIN. 01 - Scienze matematiche e informatiche,Informare la cittadinanza su aspetti positivi e negativi dell'AI,Informazione,Cittadini (150),0,https://magia.news/ia-quotidiana-un-nuovo-ciclo-di-incontri-sullintelligenza-artificiale-al-circolo-dei-lettori-di-torino/,PE6_7 - Artificial intelligence intelligent systems natural language processing,,,,,,BELM_PE_ATENEO_24_02/// BOEG_PE_ATENEO_21_01
139939,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24711,We are Out of Time - Festival dell'architettura sostenibile,Presentazione della piattaforma FirstLife dedicata alla mappatura dell'architettura sostenibile italiana,Palazzo Siotto Cagliari,1,19/10/2024,BOELLA Guido,,INFORMATICA,152400,Ministero della Cultura,AREA MIN. 01 - Scienze matematiche e informatiche,Presentare lo strumento FirstLife come piattaforma collaborativa di mappatura. emessa in rete di risorse adatta ad un pubblico ampio e a diversi settori tra cui quello dell'architettura,Informazione,Altro Professionisti del settore architettura e urbanistica (15)/// Cittadini (30)/// Istituzioni ed enti locali (10)/// Secondaria II grado insegnanti (10)/// Secondaria II grado studenti (40),0,https://weareoutoftime.com/evento/,PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion/// PE6_1 - Computer architecture embedded systems operating systems,,,,,,
139940,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24712,L’IA proietta luci e ombre sulla medicina?  + IA e conflitti,2° incontro del ciclo IA quotidIAna dedicato a riflettere sul modo in cui l’intelligenza artificiale pervade la realtà quotidiana.,Circolo dei Lettori Via Bogino 9 Torino,1,28/10/2024,BOELLA Guido/// BELLUATI Marinella,,INFORMATICA/// CULTURE POLITICA E SOCIETA',201458/// 194956/// 73402,SIPEIA - Società Italiana per l'Etica dell'Intelligenza Artificiale/// Universitas Montium (UNITA) - GEIE/// FONDAZIONE CIRCOLO DEI LETTORI,AREA MIN. 01 - Scienze matematiche e informatiche,Informare la cittadinanza su aspetti positivi e negativi dell'Intelligenza Artificiale per diffondere una maggior consapevolezza e senso critico su cambiamenti della società contemporanea,Informazione,Cittadini (140),0,https://magia.news/ia-quotidiana-un-nuovo-ciclo-di-incontri-sullintelligenza-artificiale-al-circolo-dei-lettori-di-torino/,PE6_7 - Artificial intelligence intelligent systems natural language processing,,,,,,BELM_PE_ATENEO_24_02/// BOEG_PE_ATENEO_21_01
139941,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24713,Civic Tech di Prossimità,Tavola rotonda per incontrare realtà e soggetti pubblici e privati interessati al digitale come strumento per migliorare e accompagnare le pratiche di comunità anche nei territori delle aree interne.,Campus L. Einuadi Lungo Dora Savona 100 - Torino,1,11/11/2024,SCHIFANELLA Claudio/// BOELLA Guido,,INFORMATICA,97381,Unione Nazionale Comuni Comunità Enti Montani - UNCEM,AREA MIN. 01 - Scienze matematiche e informatiche,Incontrare realtà e soggetti pubblici e privati interessati al digitale come strumento per migliorare e accompagnare le pratiche di comunità anche nei territori delle aree interne.,Informazione,Cittadini (40)/// Istituzioni ed enti locali (50)/// Terzo settore/ONG (10),0,https://www.firstlife.org/civic-tech-di-prossimita/,PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion/// PE6_1 - Computer architecture embedded systems operating systems/// PE6_3 - Software engineering programming languages and systems/// SH3_1 - Social structure social mobility social innovation,,,,,,
139942,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24714,Techshare Day,Evento di facilitazione della relazione tra il mondo della ricerca e le aziende del territorio torinese.,Talent Garden di Fondazione Agnelli Via Giacosa 36/38 Torino,1,12/11/2024,BOELLA Guido,,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,Creare ponti e collaborazioni tra il mondo della ricerca e quello delle imprese per amplificare e disseminare strumenti e risultati mettendo il sapere maturato all'interno dell'università a disposizione della società,Informazione,Imprese (30),0,https://ctenext.it/eventi/techshare-day-2024-tecnologia-e-innovazione-la-persona-al-centro/?fbclid=IwY2xjawGpMSVleHRuA2FlbQIxMAABHVR8OTWm3otI334UCcuS3ZqIuC6aGbep3ILxgQlnEUFMmOYmIewOy8ziDA_aem_8nvnGN-qWPF8KBbIxY8t5w,PE6_4 - Theoretical computer science formal methods automata/// PE6_1 - Computer architecture embedded systems operating systems/// PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion/// PE6_12 - Scientific computing simulation and modelling tools,,,,,,BOEG_EDIH_23_01/// BOEG_PNRR_TRASFTEC_24_01/// BOEG_PNRR_TRASFTEC_24_02/// BOEG_PNRR_TRASFTEC_24_03
139943,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24715,L’IA influenzerà le elezioni? + La deriva della tech economy:UTOPIA O DISTOPIA?,3° incontro del ciclo IA quotidIAna dedicato a riflettere sul modo in cui l’intelligenza artificiale pervade la realtà quotidiana.,Circolo dei Lettori di Torino Via Bogino 9 Torino,1,13/11/2024,BOELLA Guido/// BELLUATI Marinella,,INFORMATICA/// CULTURE POLITICA E SOCIETA',201458/// 73402/// 194956,SIPEIA - Società Italiana per l'Etica dell'Intelligenza Artificiale/// FONDAZIONE CIRCOLO DEI LETTORI/// Universitas Montium (UNITA) - GEIE,AREA MIN. 01 - Scienze matematiche e informatiche,Diffondere conoscenza e consapevolezza su rischi e vantaggi dell'IA per la società contemporanea,Informazione,Cittadini (130),0,https://magia.news/ia-quotidiana-un-nuovo-ciclo-di-incontri-sullintelligenza-artificiale-al-circolo-dei-lettori-di-torino/,PE6_7 - Artificial intelligence intelligent systems natural language processing/// PE6_9 - Human computer interaction and interface visualisation/// PE6_11 - Machine learning statistical data processing and applications using signal processing (e.g. speech image video),,,,,,BELM_PE_ATENEO_24_02/// BOEG_PE_ATENEO_21_01
139944,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,28/11/2024,2024,PEN-24716,𝗩𝗲𝗿𝘀𝗼 𝗶𝗹 𝗖𝗿𝗼𝘄𝗱𝗺𝗮𝗽𝗽𝗶𝗻𝗴 𝗳𝗲𝗺𝗺𝗶𝗻𝗶𝗹𝗲: 𝗹𝗮 𝗺𝗮𝗽𝗽𝗮 𝗱𝗶𝗴𝗶𝘁𝗮𝗹𝗲 𝗽𝗲𝗿 𝗹𝗲𝗴𝗴𝗲𝗿𝗲 𝗖𝗮𝘀𝘁𝗲𝗻𝗮𝘀𝗼 𝗶𝗻 𝗼𝘁𝘁𝗶𝗰𝗮 𝗱𝗶 𝗴𝗲𝗻𝗲𝗿𝗲 per la PA,Workshop con i rappresentanti della PA: presentazione e uso dello strumento FirstLife,Online,1,21/11/2024,BOELLA Guido,,INFORMATICA,253034,Comune di Castenaso,AREA MIN. 01 - Scienze matematiche e informatiche,Presentare alla PA lo strumento FirstLife e mostrarne uso e potenzialità come strumento di mappatura dei servizi pubblici in ottica di genere offerti dalle istituzioni pubbliche alla cittadinanza,Collaborazione,Istituzioni ed enti locali (25),0,,PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion/// SH3_2 - Inequalities discrimination prejudice/// SH3_4 - Social integration exclusion prosocial behaviour/// SH3_7 - Social policies welfare work and employment/// SH3_10 - Communication and information networks media,,,,,,
139945,Organizzazione di concerti spettacoli teatrali rassegne cinematografiche eventi sportivi mostre esposizioni e altri eventi di pubblica utilità aperti alla comunità,28/11/2024,2024,PEN-24717,Connessioni invisibili - 8ª Giornata Nazionale Dipendenze Tecnologiche e Cyberbullismo,Evento di rilevanza nazionale sul tema delle dipendenze tecnologiche e cyberbullismo. Intervento sul tema di chatgpt e AI,Siena Complesso Museale Santa Maria della Scala,1,30/11/2024,MENSA Enrico,MENSA Enrico,INFORMATICA,249737/// 249738/// 145773/// 249754/// 150575/// 249740/// 87942/// 249741/// 250639/// 250638/// 250637/// 250636/// 250635,Associazione Nazionale DipendenzeTecnologiche Gap e Cyberbullismo O.D.V./// Centro Nazionale Formazione SRL/// ENPAP - Ente Nazionale di Previdenza ed Assistenza per gli Psicologi/// Comune di Siena/// Azienda Usl Toscana sud est - Zona Valdarno /// Consiglio Nazionale Ordine Psicologi/// Università per Stranieri di SIENA/// Fondazione Monte Paschi di Siena/// Fiorini Packaging S.p.A./// Cassiavass/// Salus Familiae S.R.L./// SIPEC - Società Italiana di Pediatria Condivisa/// Skuola Network s.r.l.,AREA MIN. 01 - Scienze matematiche e informatiche,,Informazione,Cittadini (20000),0,https://www.dipendenze.com/corso/connessioni-invisibili,SH3_6 - Social influence/// power and group behaviour/// SH3_10 - Communication and information networks media/// SH3_9 - Social aspects of teaching and learning curriculum studies education and educational policies/// PE6_7 - Artificial intelligence intelligent systems natural language processing,,,,,,
140041,Organizzazione di concerti spettacoli teatrali rassegne cinematografiche eventi sportivi mostre esposizioni e altri eventi di pubblica utilità aperti alla comunità,29/11/2024,2024,PEN-24723,Poplar Cult Festival,Festival di cultura tenuto a Trento aperta al pubblico. Sono stato invitato come speaker.,Trento,1,12/09/2024,MENSA Enrico,MENSA Enrico,INFORMATICA,249755,Entropia APS,AREA MIN. 01 - Scienze matematiche e informatiche,,Informazione,Cittadini (100),0,https://poplarfestival.it/en/cult/speakers,PE6_7 - Artificial intelligence intelligent systems natural language processing,,,,,,
140482,Pubblicazione e gestione di siti web e altri canali social di comunicazione e divulgazione scientifica,03/12/2024,2024,PEN-24746,Gestione canale Youtube,Canale Youtube a scopo divulgativo per il pubblico generalista su temi di AI e coding.,,,,MENSA Enrico,MENSA Enrico,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,Divulgazione scientifica su temi AI e programmazione.,Informazione,Cittadini (25000),0,https://www.youtube.com/@enkk,PE6_7 - Artificial intelligence intelligent systems natural language processing/// PE6_11 - Machine learning statistical data processing and applications using signal processing (e.g. speech image video)/// PE6_5 - Security privacy cryptology quantum cryptography,,,,,,
