Identificativo univoco del prodotto (della versione master);ID prodotto;Handle (della versione master);Status di validazione;Titolo;Anno di pubblicazione;Data di creazione;Data Ahead of Print;Tipologia (definita da IRIS);Tipologia (collezione);Sottotipologia;Status di pubblicazione;Presenza coautori internazionali;Tutti gli autori/Curatori;Nr autori/Curatori (numero);contributors: autori/curatori di journal/serie di fascia A;Rilevanza nazionale/internazionale;Tipo di referaggio;Carattere della pubblicazione;SSD del prodotto;Lingua (codice);Rivista/Serie: ISSN;URL;DOI;Formato;codice: ISBN;Abstract;Parole chiave;brevetto: Data di deposito;Centro di ricerca;autore: ID persona (IRIS);Parole chiave - ERC (concatenazione) - autore;scopus: Nr citazioni;wos: Identificativo;scopus: Identificativo;wos: Nr citazioni;wos: affiliations;u-gov: Classificazione ausiliaria 1;wos: Valore Impact factor;Presenza Impact Factor (indicato nei metadati- manuale);wos: Valore Impact factor (riferito all'ultimo anno disponibile)
42298;42298;2318/20219;Validazione non prevista (pubblicato);Un posto un po’ peggiore dove vivere;2004;;;info:eu-repo/semantics/other;07Z-Altro;;;;M. Badiale;1;;Nazionale;;;;;;;;;;;;;;19012;;;;;;;;;;
42402;42402;2318/20669;Validazione non prevista (pubblicato);Note di Geometria Simplettica;2006;;;info:eu-repo/semantics/other;07Z-Altro;;;;"S. Console; A. Fino; L. Degiovanni";3;;Nazionale;;;;;;http://www.dm.unito.it/quadernididattici/2001d.html;;;;;;;;19060;;;;;;;;;;
42403;42403;2318/20631;Validazione non prevista (pubblicato);Preliminary assessment of an efficient PSF/LSF model for Gaia;2006;;;info:eu-repo/semantics/other;07Z-Altro;;;;"M. GAI; D. BUSONERO; R. CANCELLIERE";3;;Internazionale;;;;;;;;;;;;;;17150;;;;;;;;;;
42475;42475;2318/20262;Validazione non prevista (pubblicato);A zero moments approach to shape selection of bivariate data.;2006;;;info:eu-repo/semantics/other;07Z-Altro;;;;"I. CRAVERO; F.PELOSI";2;;;;;;;;;;;;;;;;19483;;;;;;;;;;
42539;42539;2318/20511;Validazione non prevista (pubblicato);Proceedings 20th International Conference Application and Theory of Petri Nets;1999;;;info:eu-repo/semantics/other;05A-Curatela;;;;"Susanna Donatelli; Jetty Kleijn";2;;Internazionale;;;;eng;;;;;3540661328;;"Petri nets; Concurrency";;;19029;;;;;;;;;;
42540;42540;2318/20512;Validazione non prevista (pubblicato);Co-Chairman della conferenza:  27th International Conference on Applications and Theory of Petri Nets and Other Models of Concurrency,Turku, Finland, June 26-30, 2006;2006;;;info:eu-repo/semantics/other;07Z-Altro;;;;"S. DONATELLI; P. THIAGARAJAN";2;;Internazionale;;;;;;http://www.informatik.uni-hamburg.de/TGI/PetriNets/meetings/pn2006/;;;;;;;;19029;;;;;;;;;;
42558;42558;2318/127717;Validazione non prevista (pubblicato);Generalized G_2-manifolds and SU(3)-structures;2008;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"A. FINO; TOMASSINI A";2;;;Esperti anonimi;;;eng;0129-167X;http://www.worldscientific.com/doi/abs/10.1142/S0129167X08005072?journalCode=ijm;10.1142/S0129167X08005072;;;We construct a family of compact 7-dimensional manifolds endowed with a weakly integrable generalized G2-structure with respect to a closed and non-zero 3-form. We relate the previous structures with SU(3)-structures in dimension 7. Moreover, we investigate which types of SU(3)-structures on a 6-dimensional manifold N give rise to a strongly integrable generalized G2-structure with respect to a non-zero 3-form on the product N × S1.;"Generalized G2-structure; SU(3)-structure; spinor; torsion";;;19060;;9;WOS:000260805900001;2-s2.0-55849089599;8;;;0.529;no;0.6
42559;42559;2318/20603;Validazione non prevista (pubblicato);Non Kaehler solvmanifolds with generalized Kaehler structure;2009;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"A. FINO; TOMASSINI A.";2;;;Esperti anonimi;;;eng;1527-5256;"http://arxiv.org/pdf/math/0702164v3.pdf; http://projecteuclid.org/DPubS?service=UI&version=1.0&verb=Display&handle=euclid.jsg/1239974378";;;;We construct a compact 6-dimensional solvmanifold endowed with a non-trivial invariant generalized Kähler structure and which does not admit any Kähler metric. This is in contrast with the case of nilmanifolds which cannot admit any invariant generalized Kähler structure unless they are tori.;"Solvmanifold; generalized Kaehler";;;19060;;29;WOS:000265791200001;2-s2.0-69949143498;20;;;0.815;no;0.6
42560;42560;2318/127827;Validazione non prevista (pubblicato);Contact 5-manifolds with SU(2)-structure;2009;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"L. C. De Andres; M. Fernandez; A. Fino; L. Ugarte";4;;;Esperti anonimi;;;eng;0033-5606;http://arxiv.org/pdf/0706.0386v2.pdf;10.1093/qmath/han018;;;We consider 5-manifolds with a contact form arising from a hypo structure, which we call hypo-contact. We provide existence conditions for such a structure on an oriented hypersurface of a 6-manifold with a half-flat SU(3)-structure. For half-flat manifolds with a Killing vector field X preserving the SU(3)-structure we study the geometry of the orbits space. Moreover, we describe the solvable Lie algebras admitting a hypo-contact structure. This allows us to exhibit examples of Sasakian η-Einstein manifolds, as well as to prove that such structures give rise to new metrics with holonomy SU(3) and G2.;"Contact structure; SU(2) structure; evolution equations; hypersurface; holonomy";;;19060;;13;WOS:000271820800003;2-s2.0-70649114674;11;;;0.656;no;0.6
42579;42579;2318/20642;Validazione non prevista (pubblicato);Una Sfida - Divulgare la Relatività;2006;;;info:eu-repo/semantics/other;07Z-Altro;;;;"L. FATIBENE; M.FRANCAVIGLIA; M.G.LORENZI; S.MERCADANTE";4;;Nazionale;;;;;;http://www.ricercaitaliana.it;;;;;Divulgazione della Scienza;;;15248;;;;;;;;;;
42580;42580;2318/20674;Validazione non prevista (pubblicato);Faster than Light: Visualizing Relativistic Spacetime;2007;;;info:eu-repo/semantics/other;07Z-Altro;;;;"M.G.LORENZI; L. FATIBENE; M.FRANCAVIGLIA";3;;Internazionale;;;;;;;;;;;"Special Relativity; Comunicazione della Scienza";;;15248;;;;;;;;;;
42581;42581;2318/20675;Validazione non prevista (pubblicato);Visualizzare la Relatività - Più Veloce della Luce?;2006;;;info:eu-repo/semantics/other;07Z-Altro;;;;"L. FATIBENE; M.FRANCAVIGLIA; M.G.LORENZI; S.MERCADANTE";4;;Nazionale;;;;;;;;;;;"Special Relativity; Comunicazione della Scienza";;;15248;;;;;;;;;;
42582;42582;2318/20676;Validazione non prevista (pubblicato);E=mc2 - Divulgare la Relatività Speciale;2007;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"L. FATIBENE; M.FRANCAVIGLIA; M.G.LORENZI; S.MERCADANTE";4;;Nazionale;;;;ita;;;;;ISSN 11206527;;"Special Relativity; Comunicazione della Scienza";;;15248;;;;;;;;;;
42626;42626;2318/20236;Validazione non prevista (pubblicato);A first passage time study of stochastic resonance for a diffusion process with multiplicative noise;2000;;;info:eu-repo/semantics/other;07Z-Altro;;;;M. GIRAUDO;1;;Nazionale;;;;;;;;;;The phenomenon of stochastic resonance, i.e. of the enhancement of the response of a noisy dynamical system by the superposition of an external periodic forcing, is studied in the case of diffusion processes with linear drift coefficient and multiplicative noise term. The arising of stochastic resonance is detected by considering the behavior of the probability density function of the first passage time of the process through a given boundary as a response to the introduction of a periodic modulation. Preliminary theoretical results are proved and some examples are studied by employing suitable computational techniques.;"First passage time distribution; Feller process";;;15251;;;;;;;;;;
42627;42627;2318/20237;Validazione non prevista (pubblicato);First entrance time distribution multimodality in a model neuron;2002;;;info:eu-repo/semantics/other;07Z-Altro;;;;"M. GIRAUDO; SACERDOTE L.";2;;Nazionale;;;;;;;;;;A simple jump-diffusion neuronal model accounting for the spatial geometry of the cell is considered and the probability density function of the interspike interval distribution is studied to find out the conditions under which it becomes multimodal. An approximate formula for such density is obtained in the case where the underlying diffusion is a Wiener process with drift and the jumps are Poisson time distributed. This formula holds when the Poisson events are rare but correspond to jumps of relevant amplitude and it results to be valid in some neuronal modeling instance. Some examples are shown that illustrate its range of application.;"jump-diffusion processes; Wiener process; integral equation";;;15251;;;;;;;;;;
42627;42627;2318/20237;Validazione non prevista (pubblicato);First entrance time distribution multimodality in a model neuron;2002;;;info:eu-repo/semantics/other;07Z-Altro;;;;"M. GIRAUDO; SACERDOTE L.";2;;Nazionale;;;;;;;;;;A simple jump-diffusion neuronal model accounting for the spatial geometry of the cell is considered and the probability density function of the interspike interval distribution is studied to find out the conditions under which it becomes multimodal. An approximate formula for such density is obtained in the case where the underlying diffusion is a Wiener process with drift and the jumps are Poisson time distributed. This formula holds when the Poisson events are rare but correspond to jumps of relevant amplitude and it results to be valid in some neuronal modeling instance. Some examples are shown that illustrate its range of application.;"jump-diffusion processes; Wiener process; integral equation";;;15573;;;;;;;;;;
42682;42682;2318/102380;Validazione non prevista (pubblicato);Numerical integration based on bivariate quadratic spline quasi-interpolants on bounded domains;2009;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;P. Lamberti;1;;;Esperti anonimi;;;eng;0006-3835;;10.1007/s10543-009-0237-9;;;"In this paper we generate and study new cubature formulas based on spline
quasi-interpolants defined as linear combinations of C^1 bivariate quadratic B-splines
on a rectangular domain Ω, endowed with a non-uniform criss-cross triangulation,
with discrete linear functionals as coefficients. Such B-splines have their supports
contained in Ω and there is no data point outside this domain. Numerical results
illustrate the methods.";"Cubatures; Bivariate spline approximation; Quasi-interpolation";;;13060;;19;WOS:000270448500007;2-s2.0-70350375284;16;;;0.648;;1.6
42834;42834;2318/21094;Validazione non prevista (pubblicato);Measuring and proving in open geometry problems within a dynamic geometry environment;2001;;;info:eu-repo/semantics/other;07Z-Altro;;;;"OLIVERO F; O. ROBUTTI";2;;Internazionale;;;;;;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
42838;42838;2318/21137;Validazione non prevista (pubblicato);Positivity of Chern Classes for Reflexive Sheaves on PN;2009;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"C. Bertone; M. Roggero";2;;;Esperti anonimi;;;eng;0046-5755;"http://arxiv.org/abs/0709.3218; http://dx.doi.org/10.1007/s10711-009-9362-5";10.1007/s10711-009-9362-5;;;"It is well known that the Chern classes c   i   of a rank n vector bundle on P   N  , generated by global sections, are non-negative if i ≤ n and vanish otherwise. This paper deals with the following question: does the above result hold for the wider class of reflexive sheaves? We show that the Chern numbers c   i   with i ≥ 4 can be arbitrarily negative for reflexive sheaves of any rank; on the contrary for i ≤ 3 we show positivity of the c   i   with weaker hypothesis. We obtain lower bounds for c  1, c  2 and c  3 for every reflexive sheaf $${\mathcal {F}}$$ which is generated by $${H^0\mathcal {F}}$$ on some non-empty open subset and completely classify sheaves for which either of them reach the minimum allowed, or some value close to it.";Chern classes - Reflexive sheaves;;;15970;;2;WOS:000269858700009;2-s2.0-70349525173;2;;;0.661;;0.5
42902;42902;2318/20975;Validazione non prevista (pubblicato);Multimodal inter-spike intervals distributions in a jump-diffusion neuronal model;2006;;;info:eu-repo/semantics/other;07Z-Altro;;;;"Sirovich R.; Sacerdote L.; Villa A.E.P.";3;;;;;;;;;;;;"The distribution of time intervals between successive
spikes generated by a neuronal cell --the inter spike intervals
(ISI)-- may reveal interesting features of the underlying
dynamics. In the present study we analyze the ISI sequence --the
spike train-- generated by a neuron whose output
activity is modelled by a jump-diffusion process. We show that,
with specific ranges of the involved parameters, it is possible to
observe multimodal ISI distributions,
thus revealing ``characteristic firing times''.
The activity of this neuron is studied in the framework of a small network
and its dynamics exhibited resonant-like behavior, with
modulation of the spike timings by the noise intensity.
We show also that the strong inhibitory inputs might play a role
beyond the maintenance of the excitatory/inhibitory balance and
could facilitate the signal transmission through the small network.";"Noisy Leaky Integrate and Fire; preferred time
intervals; stochastic resonance; first exit times; Ornstein
Uhlenbeck process; multimodality.";;;10202;;;;;;;;;;
42902;42902;2318/20975;Validazione non prevista (pubblicato);Multimodal inter-spike intervals distributions in a jump-diffusion neuronal model;2006;;;info:eu-repo/semantics/other;07Z-Altro;;;;"Sirovich R.; Sacerdote L.; Villa A.E.P.";3;;;;;;;;;;;;"The distribution of time intervals between successive
spikes generated by a neuronal cell --the inter spike intervals
(ISI)-- may reveal interesting features of the underlying
dynamics. In the present study we analyze the ISI sequence --the
spike train-- generated by a neuron whose output
activity is modelled by a jump-diffusion process. We show that,
with specific ranges of the involved parameters, it is possible to
observe multimodal ISI distributions,
thus revealing ``characteristic firing times''.
The activity of this neuron is studied in the framework of a small network
and its dynamics exhibited resonant-like behavior, with
modulation of the spike timings by the noise intensity.
We show also that the strong inhibitory inputs might play a role
beyond the maintenance of the excitatory/inhibitory balance and
could facilitate the signal transmission through the small network.";"Noisy Leaky Integrate and Fire; preferred time
intervals; stochastic resonance; first exit times; Ornstein
Uhlenbeck process; multimodality.";;;15573;;;;;;;;;;
42903;42903;2318/20976;Validazione non prevista (pubblicato);Multidimensional Bridges with application to the Integrated Brownian Motion;2006;;;info:eu-repo/semantics/other;07Z-Altro;;;;"R. Sirovich; C. Zucca";2;;;;;;;;;;;;;;;;10202;;;;;;;;;;
42903;42903;2318/20976;Validazione non prevista (pubblicato);Multidimensional Bridges with application to the Integrated Brownian Motion;2006;;;info:eu-repo/semantics/other;07Z-Altro;;;;"R. Sirovich; C. Zucca";2;;;;;;;;;;;;;;;;24181;;;;;;;;;;
42938;42938;2318/21142;Validazione non prevista (pubblicato);Baire categories of expansions of first-order models;2007;;;info:eu-repo/semantics/other;07Z-Altro;;;;"S. Barbina; D. Zambella";2;;Internazionale;;;;;;;;;;;;;;18846;;;;;;;;;;
42959;42959;2318/21238;Validazione non prevista (pubblicato);Metodo e Apparecchio per la Verifica dell'Identita` Dichiarata da un Utilizzatore di una Risorsa Controllata, Mediante Digitazione su una Tastiera Alfanumerica.;2002;;;info:eu-repo/semantics/patent;06A-Brevetto;;;;"D. GUNETTI; F. BERGADANO";2;;Nazionale;;;;ita;;;;;;Il sistema brevettato è in grado di riconoscere l'identità di un utente sulla base dei suoi ritmi di battittura alla tastiera del computer.;"Analisi dei ritmi di battitura; riconoscimento di identità biometrico";;;19001;;;;;;;;;;
42959;42959;2318/21238;Validazione non prevista (pubblicato);Metodo e Apparecchio per la Verifica dell'Identita` Dichiarata da un Utilizzatore di una Risorsa Controllata, Mediante Digitazione su una Tastiera Alfanumerica.;2002;;;info:eu-repo/semantics/patent;06A-Brevetto;;;;"D. GUNETTI; F. BERGADANO";2;;Nazionale;;;;ita;;;;;;Il sistema brevettato è in grado di riconoscere l'identità di un utente sulla base dei suoi ritmi di battittura alla tastiera del computer.;"Analisi dei ritmi di battitura; riconoscimento di identità biometrico";;;19028;;;;;;;;;;
42989;42989;2318/20801;Validazione non prevista (pubblicato);SCIENZA.CULTURA, FILOSOFIA;2002;;;info:eu-repo/semantics/other;05A-Curatela;;;;"M. BADIALE; ACERBI F";2;;Nazionale;;;;ita;;;;;;;;;;19012;;;;;;;;;;
43196;43196;2318/20862;Validazione non prevista (pubblicato);Lecture Notes in Computer Science, 4054, Formal Methods and Stochastic Models for Performance Evaluation, Third European Performance Engineering Workshop, EPEW 2006;2006;;;info:eu-repo/semantics/other;05A-Curatela;;;;"A. HORVATH; M. TELEK";2;;Internazionale;;;;eng;;;;;9783540353621;;;;;157;;0;;2-s2.0-33746366830;;;;;;
43197;43197;2318/20863;Validazione non prevista (pubblicato);Proc. of 7th International Workshop on Performability Modeling of Computer and Communication Systems (PMCCS7);2005;;;info:eu-repo/semantics/other;05A-Curatela;;;;"A. HORVATH; A. RISKA";2;;Internazionale;;;;eng;;;;;;;;;;157;;;;;;;;;;
43321;43321;2318/21168;Validazione non prevista (pubblicato);Matematica 2001. La matematica per il cittadino. Attività didattiche e prove di verifica per un nuovo curricolo di Matematica. Scuola primaria. Scuola secondaria di primo grado.;2003;;;info:eu-repo/semantics/other;05A-Curatela;;;;"G. ANICHINI; F. ARZARELLO; L. CIARRAPICO; O. ROBUTTI";4;;Nazionale;;;;ita;;http://umi.dm.unibo.it/italiano/Matematica2001/matematica2001.html;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
43322;43322;2318/21169;Validazione non prevista (pubblicato);Matematica 2003. La matematica per il cittadino. Attività didattiche e prove di verifica per un nuovo curricolo di Matematica. Ciclo secondario;2004;;;info:eu-repo/semantics/other;05A-Curatela;;;;"G. Anichini; F. Arzarello; L. Ciarrapico; O. Robutti";4;;Nazionale;;;;ita;;http://umi.dm.unibo.it/italiano/Matematica2003/matematica2003.html;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
43326;43326;2318/21206;Validazione non prevista (pubblicato);Special Issue on User Modeling and Personalization for Television;2004;;;info:eu-repo/semantics/other;05A-Curatela;;;si;"L. ARDISSONO; M. MAYBURY";2;;Internazionale;;;;eng;0924-1868;https://rd.springer.com/article/10.1023/B%3AUSER.0000010152.46361.e0;10.1023/B:USER.0000010152.46361.e0;;;;"TV Digitale; personalizzazione; Guide TV elettroniche";;;15281;"PE6_9 - Human computer interaction and interface, visualisation (erc_2022) ; PE6_10 - Web and information systems, data management systems, information retrieval and digital libraries, data fusion (erc_2022)";4;WOS:000187567000001;2-s2.0-0842333141;5;;;2.789;;3
43407;43407;2318/20821;Validazione non prevista (pubblicato);Syzygy 2005;2006;;;info:eu-repo/semantics/other;05A-Curatela;;;;"L. Chiantini; P. Salmon; M. Valenzano";3;;Internazionale;;;;eng;;;;;;;;;;18886;;;;;;;;;;
43422;43422;2318/1818;Validazione non prevista (pubblicato);Sul comunismo, oltre il comunismo;2007;;;info:eu-repo/semantics/other;07Z-Altro;;;;M. Badiale;1;;Nazionale;;;;;;;;;;;;;;19012;;;;;;;;;no;
43423;43423;2318/1819;Validazione non prevista (pubblicato);Elliptic equations with decaying cylindrical potentials and power-type nonlinearities;2007;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"M. Badiale; M. Guida; S. Rolando";3;;Internazionale;Sì, ma tipo non specificato;;;eng;1079-9389;;;;;We obtain existence, non existence and and asymptotic results for solutions of non linear elliptic equations in R^N, with a singular cylindrical potential and a nonlinearity satisfying power-type growth conditions.;;;;19012;;;;;;;;;;1.5
43446;43446;2318/1934;Validazione non prevista (pubblicato);Interaction between Objects in powerjava;2007;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"M. BALDONI; G. BOELLA; L. VAN DER TORRE";3;;Internazionale;Sì, ma tipo non specificato;;;eng;1660-1769;http://www.jot.fm//issues/issue_2007_02/article1;;;;"In this paper we start from the consideration that high level interaction between entities like web services has very different properties with respect to the interaction between objects at the lower level of programming languages in the object oriented paradigm. In particular, web services, for security, usability and user adaptability reasons, offer different operations to different users by means of access control and keep track of the state of the interaction with each user by means of sessions. The current vision in object orientation, instead, considers attributes and operations of objects as being objective and independent from the interaction with another object, which is sessionless. To introduce these features in the interaction between objects directly in object oriented programming languages, we take inspiration from how access control is regulated by means of roles. Roles allow objects to offer different operations depending on the type of the role, of the type and identity of the player of the role, and to define session-aware interaction.
We start from a definition of roles given in ontologies and knowledge representation and we discuss how this definition of roles can be introduced in Java, building our language powerJava.";;;;16878;;47;;2-s2.0-33847614323;;;;;si;
43446;43446;2318/1934;Validazione non prevista (pubblicato);Interaction between Objects in powerjava;2007;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"M. BALDONI; G. BOELLA; L. VAN DER TORRE";3;;Internazionale;Sì, ma tipo non specificato;;;eng;1660-1769;http://www.jot.fm//issues/issue_2007_02/article1;;;;"In this paper we start from the consideration that high level interaction between entities like web services has very different properties with respect to the interaction between objects at the lower level of programming languages in the object oriented paradigm. In particular, web services, for security, usability and user adaptability reasons, offer different operations to different users by means of access control and keep track of the state of the interaction with each user by means of sessions. The current vision in object orientation, instead, considers attributes and operations of objects as being objective and independent from the interaction with another object, which is sessionless. To introduce these features in the interaction between objects directly in object oriented programming languages, we take inspiration from how access control is regulated by means of roles. Roles allow objects to offer different operations depending on the type of the role, of the type and identity of the player of the role, and to define session-aware interaction.
We start from a definition of roles given in ontologies and knowledge representation and we discuss how this definition of roles can be introduced in Java, building our language powerJava.";;;;17629;;47;;2-s2.0-33847614323;;;;;si;
43704;43704;2318/21788;Validazione non prevista (pubblicato);On the approximation error introduced using Principal Component Analysis in Neural Networks;2001;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"R. CANCELLIERE; GAI M";2;;Internazionale;Sì, ma tipo non specificato;;;eng;0362-546X;;;;;;;;;17150;;0;WOS:000171596000006;2-s2.0-0035415425;0;;;0.406;si;1.3
43705;43705;2318/21789;Validazione non prevista (pubblicato);A High Parallel Procedure to initialize the Output Weights of a Radial Basis Function or BP Neural Network;2000;;;info:eu-repo/semantics/conferenceObject;04B-Conference paper in rivista;;;;R. CANCELLIERE;1;;Internazionale;Sì, ma tipo non specificato;;;eng;0302-9743;;;;;;;;;17150;;;WOS:000171231400045;;4;;;0.39;si;0.513
43706;43706;2318/21800;Validazione non prevista (pubblicato);Efficient training of time delay neural networks for sequential patterns;1996;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"R. CANCELLIERE; GEMELLO R";2;;Internazionale;Sì, ma tipo non specificato;;;eng;0925-2312;;;;;;;;;17150;;10;WOS:A1996TV82600005;2-s2.0-0030031159;7;;;;si;5.5
43720;43720;2318/21826;Validazione non prevista (pubblicato);Type Inference with Recursive Types: Syntax and Semantics;1991;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"CARDONE F; M. COPPO";2;;Internazionale;Sì, ma tipo non specificato;;;eng;0890-5401;;;;;;;;;24603;;;;;;;;;si;0.8
43730;43730;2318/21560;Validazione non prevista (pubblicato);Fine cross slip of a screw dislocation in anti-plane shear;2007;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"P. Cermelli; T. Armano";2;;Internazionale;;;;eng;0373-1243;;;;;;;;;15931;;1;;2-s2.0-35948946970;;;;;si;
43731;43731;2318/104799;Validazione non prevista (pubblicato);General dynamical sharp-interface conditions for phase transformations in viscous heat-conducting fluids;2007;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"D.M. Anderson; P. Cermelli; E. Fried; M.E. Gurtin; G.B. McFadden";5;;Internazionale;;;;eng;0022-1120;;;;;"We develop a complete set of equations governing
the evolution of a sharp interface separating two fluid
phases undergoing transformation. In addition to the
conventional balances for mass, linear momentum and energy
these equations include also a counterpart of the
Gibbs–Thomson equation familiar from theories for crystal
growth. This additional equation arises from a
consideration of configurational forces within a
thermodynamical framework. Although the notion of
configurational forces is well-developed and understood
for the description of materials, such as crystalline
solids, that possess natural reference configurations,
little has been done regarding their role in materials,
such as viscous fluids, that do not possess preferred
reference states. We therefore provide a comprehensive
discussion of configurational forces, the balance of
configurational momentum, and configurational
thermodynamics that does not require a choice of reference
configuration. The general evolution equations arising
from our theory account for the thermodynamic structure of
the bulk phases and the interface and for viscous and
thermal dissipation in the bulk phases and for viscous
dissipation on the interface. Because of the complexity of
these equations, we provide a reduced system of equations
based on simplified constitutive assumptions and
approximations common in the literature on phase
transformations. Using these reduced equations, we apply
the theory to the radially symmetric problem for the
condensation of a liquid drop into the vapour phase.";;;;15931;;32;WOS:000247422100014;2-s2.0-34548190303;30;;;2.026;si;3.6
43732;43732;2318/21561;Validazione non prevista (pubblicato);Constant-angle surfaces in liquid crystals;2007;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"P. Cermelli; A.J. Di Scala";2;;Internazionale;Sì, ma tipo non specificato;;;eng;1478-6435;;;;;;;;;15931;;48;WOS:000244891800006;2-s2.0-33947204716;53;;;1.486;si;1.5
43733;43733;2318/21562;Validazione non prevista (pubblicato);Possible mechanism for the onset of step-bunching instabilities during the epitaxy of single-species crystalline films;2007;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"P. Cermelli; M. Jabbour";2;;Internazionale;;;;eng;1098-0121;;;;;;;;;15931;;7;WOS:000246075900070;2-s2.0-34247114663;6;;;3.172;si;3.736
43816;43816;2318/21793;Validazione non prevista (pubblicato);Geometric Construction of Quintic Parametric B-Splines;2008;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"I. CRAVERO; C. MANNI; M.L. SAMPOLI";3;;;Sì, ma tipo non specificato;;;eng;0377-0427;;;;;"The aim of this paper is to present a new class of B-spline-like functions with tension properties. The main feature of these basis
functions consists in possessing C3 or even C4 continuity and, at the same time, being endowed by shape parameters that can be
easily handled. Therefore they constitute a useful tool for the construction of curves satisfying some prescribed shape constraints.
The construction is based on a geometric approach which uses parametric curves with piecewise quintic components.";Parametric curves, Geometric continuity, Shape control;;;19483;;2;WOS:000260360600009;2-s2.0-52149092790;2;;;1.048;no;2.1
43817;43817;2318/21794;Validazione non prevista (pubblicato);A wavelet-based adaptive finite element method for advection-diffusion equations;1997;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"C.CANUTO; I. CRAVERO";2;;Internazionale;Sì, ma tipo non specificato;;;eng;0218-2025;;;;;;;;;19483;;;;;;;;;;3.6
43829;43829;2318/21834;Validazione non prevista (pubblicato);Pairwise disjoint eight-shaped curves in hybrid planes;2007;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;C. COSTANTINI;1;;Internazionale;Sì, ma tipo non specificato;;;eng;0942-5616;http://www3.interscience.wiley.com/cgi-bin/fulltext/116323981/PDFSTART;;;;Un risultato, noto come folklore agli esperti di combinatoria infinita, afferma che nel piano reale ogni collezione di curve "a forma di otto" e a due a due disgiunte può avere cardinalità al più numerabile. Nell'articolo, si estende opportunamente tale risultato a "piani ibridi", ottenuti come prodotto di una retta reale e di una linea di Suslin (densa in sé). La dimostrazione è molto diverssa da quella valida per il piano reale: procedendo per assurdo, si fa vedere che se in un piano ibrido esistesse una collezione di curve a forma di otto a due a due disgiunte di cardinalità più che numerabile, allora se ne potrebbe estrarre un albero di Suslin (rispetto ad un'opportuna relazione di ordine parziale introdotta nella collezione stessa), e si arriverebbe infine a contraddire un classico risutato secondo cui non esiste alcuna funzione strettamente crescente da un albero di Suslin alla retta reale.;"eight-shaped curve; hybrid plane; real plane; Suslin line; Suslin tree; countable collection; pairwise disjoint sets; dense in itself totally ordered set; separable space; ccc space";;;18708;;;;;;;;0.317;si;0.4
43887;43887;2318/21579;Validazione non prevista (pubblicato);Topological translations and nonlinear resonance;2007;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"W. Dambrosio; R. Ortega";2;;Internazionale;Sì, ma tipo non specificato;;;eng;1536-1365;;;;;;;;;16034;;1;WOS:000243986200005;2-s2.0-33947097396;1;;;0.617;si;2.1
43888;43888;2318/21580;Validazione non prevista (pubblicato);Multiplicity results for superquadratic Dirichlet boundary value problems in R-2;2008;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"A. CAPIETTO; W. DAMBROSIO";2;;;Sì, ma tipo non specificato;;;eng;1230-3429;;;;;;;;;16034;;;WOS:000254442000002;;1;;;0.594;no;0.7
